dir,key,clue
size,1047,6
shape,1047,acdacdddeddfffeffdddfaceefacdefabcff
letters,1047,465312126534231456613245542163354621
prods,1047,24__90_3__8_2_6__20_15_______90_90_4__8_____2__12___120____
size,1048,6
shape,1048,acabcddddacffefddddedfffffedddacffff
letters,1048,536241312564463125241356154632625413
prods,1048,15__48___4_12_120_6_30______3_10_30_2__20_______24_3_6_12_____
size,1049,6
shape,1049,abbbcddacacefddddedeffffefabcdfacacf
letters,1049,234516162354425163641235356421513642
prods,1049,120_____360_4_12__15____40_5_2_18__90________48___2__3__24__
size,1050,6
shape,1050,acdacdddeddfefeffdedfacfefabcdfabbcf
letters,1050,526134153462365241432516641325214653
prods,1050,10__180_3__8_144_30__8_24_______6__12__5_____6___15__120____
size,1051,6
shape,1051,abcddddddffefefacedeacdfffddedacffff
letters,1051,652341321465563214436152145623214536
prods,1051,60___12_24_40_15_144_3_______2___4__6__30____20_30__18_2_____
size,1052,6
shape,1052,abcacddabcdffdacfddfdddfedffedffacff
letters,1052,415236136452254163321645562314643521
prods,1052,20___6__12_2_72___30___10_4___15_90__2_18_8___24____4___15___
size,1053,6
shape,1053,acacddddddefeffffdeddacfffedddacffff
letters,1053,261435425613536241314562142356653124
prods,1053,12__4__12_15_60_6_30_12________2__4_24_30______3_10_24_30_____
size,1054,6
shape,1054,abbcddddddeffffefddacedfeddffdfffacf
letters,1054,623541341256136425215364564132452613
prods,1054,180____40_6_3_12_6_24________20_40_5___18___30_8___6____6__
size,1055,6
shape,1055,dabcddfdddefdeffedfeddefdffffdfacacf
letters,1055,346521413652162345524163235416651234
prods,1055,12_120___240_2__36_6_18___5_____15___20_4___12_____24__5__6__
size,1056,6
shape,1056,dddacdeffddfeacfededacfeffdddeacffff
letters,1056,623451241365136524512643354216465132
prods,1056,180_8_3_20__5____15_48___18____144__5_12______20_2_3__24_____
size,1057,6
shape,1057,dabcddedacfefedacfdffdddfacffeacabcf
letters,1057,426135534612362541153264241356615423
prods,1057,60_12___3_10__90_24______6_20___2___6_30_72__4_____6__40___
size,1058,6
shape,1058,ddacddfeddffdefeddffdeffddffddffacff
letters,1058,163524426153345261234615512346651432
prods,1058,4_144_15__10_12___30_36___6____6_5___8____30_5___12_12___4___
size,1059,6
shape,1059,dacacdedabcffedacddffddefacffeacabcf
letters,1059,145326213645426513564132352461631254
prods,1059,8_20__6__30__12_72______24_5__24_15___4_18___10_____18__10___
size,1060,6
shape,1060,abcacdddabcfefdacdfdeddfdeffedffacff
letters,1060,536142123564654231312456245613461325
prods,1060,90___4__8_18_10_90______40_6__6__24__24_10__8_____15___3___
size,1061,6
shape,1061,abcddddacfefedacfdfedddfdeffedffacff
letters,1061,241653463512325146614235152364536421
prods,1061,8___30_20_6_72_18______30_5___30___8_6_36__5_____4___24___
size,1062,6
shape,1062,dacacdfddddfdfeffdedfacfefacddfabcff
letters,1062,361542124635253164416253532416645321
prods,1062,3_6__20__10__10_72_6_18__240_____12__3__10_____8__2_6__60____
size,1063,6
shape,1063,dacacdedabcfffdacdaceddfddeffdfffacf
letters,1063,561234132465615342324156453621246513
prods,1063,30_6__6__20__3_48______360_12__12_6___6_10__8_20____3____5__
size,1064,6
shape,1064,dacdddfddeffdeffddffddffddffddffacff
letters,1064,265341412635524163653214341526136452
prods,1064,8_30__18_12_5__10_8____30____6_12___3_10___3_12___10_12___24___
size,1065,6
shape,1065,abcddddddfefeffdededdeffefffddfabcff
letters,1065,562134436251153426345612214563621345
prods,1065,60___2_30_4_144_15_18_______120__12__4_20________24_15__6____
size,1066,6
shape,1066,dabcddedddffffffdddacdefeddffdfffacf
letters,1066,365421412356154263246135631542523614
prods,1066,12_120___10_6__5_8_6_______72_15_60_24__5____6_3___8____6__
size,1067,6
shape,1067,abcacdddabcfefdacdfdeddedffffefacacf
letters,1067,134652243165621534562413315246456321
prods,1067,12___30__10_60_8_18______10_15__72__6__8_4__12_______30__6__
size,1068,6
shape,1068,abcacddddddfffeffdddfacfefabcdfacacf
letters,1068,612453234165361542546321125634453216
prods,1068,12___20__15_6_18_24_5_24_______2_20_8__6_____90___24__15__2__
size,1069,6
shape,1069,abbbcddabcdfedacedfeddffdeffddffacff
letters,1069,531462263145154623412536625314346251
prods,1069,360_____10_8_18___24___40_24___18___10_15___18____5_4___12___
size,1070,6
shape,1070,abcacdddabceffdaceacfddfdddffdfffacf
letters,1070,234165652413546231123546315624461352
prods,1070,24___6__90_30_20_8______18_6___2___30_8__12_6_5___8____15__
size,1071,6
shape,1071,abbbcdddabcfffdacdaceddeddeffefffacf
letters,1071,214365642531531624163452325146456213
prods,1071,144_____5_30_12_30______90_12__144_6___4_20__12_10________2__
size,1072,6
shape,1072,dacacdedacdfffddfdacfedfdddffdfffacf
letters,1072,235461416325352146521634643512164253
prods,1072,24_15__24__5__5_18__8____2_30__24_10____3__6_24_12___6____10__
size,1073,6
shape,1073,abcacddacddffddffddefacfffddddacffff
letters,1073,156342345126632451213564421635564213
prods,1073,30___12__12_18_20__4_10___6_6___4_8___30_____4_12_3_15_30_____
size,1074,6
shape,1074,acacddddddffefffddfdddfedffedefacfff
letters,1074,543126421635264351156243635412312564
prods,1074,20__3__6_30_8_12_4_18_______20_24__15_30_40___18____6___2____
size,1075,6
shape,1075,dabcddedddefffffedddacffffddddacffff
letters,1075,325164234615652341146532461253513426
prods,1075,36_10___72_20__15_8_18________2_4_24_30______3_8_10_18_5_____
size,1076,6
shape,1076,abbbcddacacfedacddffddefddeffdfffacf
letters,1076,613542125364261435436251354126542613
prods,1076,360_____8_8_10__18____18_4__30_5___48_2___15_20____18____6__
size,1077,6
shape,1077,dabbcdeddddffffefddddedfeffffdfacacf
letters,1077,254361465132631425312546523614146253
prods,1077,48_360____2__18_5_120_6_______30_15_2_6__4_______12__24__10__
size,1078,6
shape,1078,ddabcdefdacefdeddedeffefefacfdfacacf
letters,1078,614352432615253461126543541236365124
prods,1078,48_3_60___30___36_6____40__20_72__15________2___24__30__2__
size,1079,6
shape,1079,ddabcdfedacfdffdddeddefffffeddabcfff
letters,1079,245631126453653142314265562314431526
prods,1079,2_40_90___3___18_20___90___30_24_10__6_8________2_24_12_____
size,1080,6
shape,1080,dddacdfffddfabcffddddacfeffdddfacfff
letters,1080,123654614235365412546321231546452163
prods,1080,6_2_12_30__20____8_3__90_____2_40_12_6_6______5_24_18__10____
size,1081,6
shape,1081,abbbcdddacdfffddedddffffffabcdabcacf
letters,1081,415263136425241356652134364512523641
prods,1081,240_____15_2_12_24__30____2_3__24_18_30_______20___2_30___24__
size,1082,6
shape,1082,abcddddacfefedacfdfedacfdffdddfacfff
letters,1082,326541143625532164451236614352265413
prods,1082,36___30_48_5_20_12______15_2___24___4_6___12___12_5_6__30____
size,1083,6
shape,1083,dddacdefeddfedeffdfefacfdfacddfabcff
letters,1083,652143316254461325234561523416145632
prods,1083,144_5_48_4__12____6_10___36____5____30___5__12__3_12__120____
size,1084,6
shape,1084,acddddddeffffefacddeabcfffddddacffff
letters,1084,641532453261124653316425532146265314
prods,1084,24__12_10_18_2_4_30________30__15_15__48______10_3_4_24_12_____
size,1085,6
shape,1085,dacacdeddddfffeffdaceddfddeffdfffacf
letters,1085,546132132546265314354621621453413265
prods,1085,10_24__3__12__18_120_15_4_______4_15___24_10__24_2____15____12__
size,1086,6
shape,1086,acddddddffefffacedacddefddfffdffabcf
letters,1086,254631163425631542426153345216512364
prods,1086,10__12_24_120_5_6_18_______5___6_8__30_2___15_4____24___36___
size,1087,6
shape,1087,acdacdddfddfefdefdedefdffffdedabcfff
letters,1087,532146261534145263623451314625456312
prods,1087,15__2_4__24_36_24__40_18____60___3__2___10_____18__10_120_____
size,1088,6
shape,1088,dacdddeddeffffffddacddefddfffdffabcf
letters,1088,364521532416413652256134145263621345
prods,1088,60_24__120_2_6__3_6________90_8_10__30_2___6_8____15___12___
size,1089,6
shape,1089,acdacdddeddfefffedeacdefeddffdfffacf
letters,1089,124563316245453612541326265134632451
prods,1089,2__72_30__15_720_5__12_24_______12__4__3____18_10___4____20__
size,1090,6
shape,1090,acabcddddacfffedddddffffefabcdfacacf
letters,1090,413562624135531426162354356241245613
prods,1090,4__90___10_30_6_8_3______12_10_24_6_30_______48___3__20__6__
size,1091,6
shape,1091,abcacddabbcffdacdddfddffedffddffacff
letters,1091,134625625413213564452136561342346251
prods,1091,12___12__15_12_40______5_15__18_24_60__2_3____24___20_2___12___
size,1092,6
shape,1092,acabcddddacfefedddedffffffddddacffff
letters,1092,356214215643431562564321123456642135
prods,1092,15__12___12_40_3_20_24______15_12_2__12_______6_4_15_30_24_____
size,1093,6
shape,1093,abbcddddacfeefdddeedefffeffdddfacfff
letters,1093,125346614523453612346251562134231465
prods,1093,30____8_36_720_5_20______36_12_5___24________4_18_20__3____
size,1094,6
shape,1094,acacddddddeffffefddacedeeddffefffacf
letters,1094,156324432615624531215463341256563142
prods,1094,5__18__6_20_24_6_8_240________36_30_5___30___24_3_______4__
size,1095,6
shape,1095,dddacdeffddffacffddddacffffdddabcfff
letters,1095,251364413526524631162453635142346215
prods,1095,40_5_3_18__24____30_6___8____3_6_18_10_20______2_4_10_72_____
size,1096,6
shape,1096,dabcddfdacfededacfefedddedfffeffabcf
letters,1096,236145325614162453451236643521514362
prods,1096,6_18___4_60__60_30____120__6_20______10_6_12__4_______72___
size,1097,6
shape,1097,acddddddffffffabcddddacefffddeabcfff
letters,1097,124653316524461235532461653142245316
prods,1097,2__24_30_10_12_12_6_______6___60_30_15_6_24______3_4__40_____
size,1098,6
shape,1098,ddabcdffdddeddfffeefabcefacddeabcfff
letters,1098,651324463512524631145263312456236145
prods,1098,24_30_6___720___12_30_3__15_8_______60_____2__4_20__36_____
size,1099,6
shape,1099,dacdddeddffffffacdacdddfddeffdfffacf
letters,1099,134256415362261435352614623541546123
prods,1099,8_12__6_30_12__6_5_______12__20_15__36_30_4__30_8____3____2__
size,1100,6
shape,1100,acabcddacddffddffddefacfffddddacffff
letters,1100,463152251346124563316425542631635214
prods,1100,24__15___12_2_5__15_24___8_24___15_15___8_____10_12_3_4_18_____
size,1101,6
shape,1101,acabcddddacfffedddddeffefffddeabcfff
letters,1101,351426236541562134614253423615145362
prods,1101,15__8___6_10_18_144_20______2_15_120_24_2________18_6__20_____
size,1102,6
shape,1102,ddacddefddeffdeffddefacfefacddfabcff
letters,1102,513426132645254361461253625134346512
prods,1102,10_3_12__48_30___8_18____60____3_72___10_____5__3_8__120____
size,1103,6
shape,1103,abbbcddacacefddddedffffffabcddacacff
letters,1103,253164421536136245562413314652645321
prods,1103,180_____360_4_2__15____18_12_8_4__15_______24___10_2_24__15___
size,1104,6
shape,1104,abbbcdddacdeffddefaceffdddfaceffabcf
letters,1104,135624541263654132362541213456426315
prods,1104,180_____24_30_20_2__72____24_5___18_____30_8_2__20_____18___
size,1105,6
shape,1105,acddddddeffffefacddeabcfffddddacffff
letters,1105,126435541623263514354261432156615342
prods,1105,2__18_24_6_15_10_360________5__4_12__48______10_3_20_12_6_____
size,1106,6
shape,1106,ddabcdffdacfacedddddffefefacfdfacacf
letters,1106,345162413256621534536421264315152643
prods,1106,12_4_30___12___18_10___12___20_6_4_10_18_______12___15__10__24__
size,1107,6
shape,1107,dddacdffeddeacefffddfacdefabcefacacf
letters,1107,134562253416346251615324421635562143
prods,1107,2_15_360_30__12____8_5__12______120_2__6__60___18_____12__4__
size,1108,6
shape,1108,abcddddddeffffefddacfdefdddffdfffacf
letters,1108,642531563214214653351426435162126345
prods,1108,48___60_3_4_10_6_12________60_18_15___4___4_6_30___10____12__
size,1109,6
shape,1109,ddabcdefdacffdfddddfdfffedfacdffabcf
letters,1109,256341412536564213143652325164631425
prods,1109,40_5_72___6___8_15____24__12_5_6_18__15_____6__6__20___8___
size,1110,6
shape,1110,dabbcdfdabcfdfddddedffefffacedabbcff
letters,1110,316542654321235164463215521436142653
prods,1110,18_120____2__15_24____40__15_2_90_20__12_______4___18_48_____
size,1111,6
shape,1111,dddacdefeddffdeffddefacfefabcdfacacf
letters,1111,321654632145264513153426546231415362
prods,1111,36_6_24_30__20____5_4___120____18_20___8_____36___2__5__18__
size,1112,6
shape,1112,abcacdddabceffdacfacfddddddffefffacf
letters,1112,265134451362634521526413143256312645
prods,1112,60___3__8_24_15_18______24_10___10___8_5_90_3_4_6_______24__
size,1113,6
shape,1113,abcddddddefeffffdeddddeffffffdacabcf
letters,1113,134652325461651324243516462135516243
prods,1113,12___72_30_48_18_10_5________6__8_24_6_5________15_5__48___
size,1114,6
shape,1114,dabbcdeddacefffddedddeffeffeddfacfff
letters,1114,432561621354543126265413316245154632
prods,1114,120_180____72__8_3_15______48_2__6_6_30________12_10__20____
size,1115,6
shape,1115,dacdddfddffedffacefacddfdddffdfffacf
letters,1115,246315421653654132312546135264563421
prods,1115,8_24__18_5_180__10_4____18___3____2__10_24__5_18_15___4____8__
size,1116,6
shape,1116,dddacdfefddfdedffdfefacfdfacddfabcff
letters,1116,641532523146216354452613134265365421
prods,1116,30_120_3_15__12____3_20__8__12___12____6___3__8__12_5__120____
size,1117,6
shape,1117,abbcddddddffffefddacedffddffddffacff
letters,1117,461352236415542163325641154236613524
prods,1117,72____5_10_10_12_240_4_______24_3_6___12___6_5___6_24___15___
size,1118,6
shape,1118,dddacdeffddffacefddddedfffffedabbcff
letters,1118,421635632451563142256314145263314526
prods,1118,120_6_2_18__5____24_20___18____8_2_20_30__12_______18_60_____
size,1119,6
shape,1119,dabbcdedabcfefddddedfefeffdedeacffff
letters,1119,614235251643136452523164342516465321
prods,1119,180_24____15__15_24______18_60_30_48__8_______10__2__24_____
size,1120,6
shape,1120,dddacdeffddfeacfededacffffddddacffff
letters,1120,241563352146613254164325536412425631
prods,1120,180_20_2_30__18____2_40___3____20__18_12______30_24_3_2_8_____
size,1121,6
shape,1121,dacacdeddddffffefdacdedfddfffdffabcf
letters,1121,253416165243436521512364341652624135
prods,1121,8_15__4__18__18_30_180_8_______4_5__2__30__18_8____10___12___
size,1122,6
shape,1122,abbbcddacacffddddddffffffacacdacabcf
letters,1122,264315512643645132321456136524453261
prods,1122,144_____15_30_2__24____8_5_4_15_12_3_______18__10__4_20__36___
size,1123,6
shape,1123,dabbcdfddacedefddeefdfffedfacdffabcf
letters,1123,543126156243215364624531361452432615
prods,1123,5_24____72__10_30_8___144___15_18____4_____18__20__10___12___
size,1124,6
shape,1124,abcddddddeffffefddacedefddffedffacff
letters,1124,613452126345451623542136234561365214
prods,1124,18___72_20_10_4_10_48________36_18_20___5___6_18____4___10___
size,1125,6
shape,1125,abbbcddabcdffdddeddefffeefabcefacacf
letters,1125,452316345261136542624135213654561423
prods,1125,120_____6_3_40___72___6_24_5__120_60________90_____6__8__
size,1126,6
shape,1126,dabbcdeddacffffddddddeffeffeddfacfff
letters,1126,213564124356645132561243432615356421
prods,1126,12_90____24__8_20_15______48_12_6_60_18_2________2_5__30____
size,1127,6
shape,1127,abcddddacffeeddacfefedddedfffeffabcf
letters,1127,326514431652142365563421254136615243
prods,1127,36___30_5_40_240_3______24_24_18______4_6_18__5_______40___
size,1128,6
shape,1128,acabcddacaceedacdefeddefdffffdfacacf
letters,1128,541263354126126354265431432615613542
prods,1128,20__12___72_6_20__2____36_18__15____10_24___24_____10__3__20__
size,1129,6
shape,1129,abcacdddacdfefddededffffefabcdfacacf
letters,1129,624135216543532416361254453621145362
prods,1129,48___3__15_120_3_30__20____2_8__24__30_______36___2__20__18__
size,1130,6
shape,1130,dacdddeddefefeffdededdefffeffdacfacf
letters,1130,253146361452412563634215546321125634
prods,1130,24_15__20_20_180__72_2________12__30__120_6________4_2___18__
size,1131,6
shape,1131,dacacdedabcffedacddfeddfedeffdfffacf
letters,1131,265134653421126543412365341652534216
prods,1131,12_30__3__4__10_24______48_20__15_60___18_30___12____12____2__
size,1132,6
shape,1132,acddddddffeffeddfddeffdfefacedfabcff
letters,1132,241563362415536142153624415236624351
prods,1132,8__2_20_24_15_15_90_______18_6__8_24____30____10___6__24____
size,1133,6
shape,1133,ddabcdffdacfacedddddefeffffdedabcfff
letters,1133,245613164532321465512346653124436251
prods,1133,2_24_30___6___24_15___6___12_240_30_30_5________2__4_72_____
size,1134,6
shape,1134,dabbcdedabcfffdacdddfddfffdffdacfacf
letters,1134,653421465312321546142635514263236154
prods,1134,72_120____2__12_15______2_20__30_5_4__12_18____24___12_6___5__
size,1135,6
shape,1135,dacdddfddffedffacffddddddffffefabbcf
letters,1135,156234231465462153514326345612623541
prods,1135,2_30__8_18_60__18_2____20___5____4_20_18_2_12_18_______120____
size,1136,6
shape,1136,ddacddffddefaceffdddfacfefabcdfacacf
letters,1136,523614452361614532135246261453346125
prods,1136,20_10_18__18_4___40_15___6_____12_6_18__8_____20___15__24__2__
size,1137,6
shape,1137,abcacdddabceffdddeddffefefacfdfacacf
letters,1137,631524246351524163453216162435315642
prods,1137,18___10__72_10_8_90______12_2_18__12_30_______8___10__5__24__
size,1138,6
shape,1138,ddacddfeddffdfefddfdedffdfffddfabcff
letters,1138,561243214356146532432165325614653421
prods,1138,10_24_2__20_18___240_15___4____18_10__6__6___18____2_4__60____
size,1139,6
shape,1139,dddacdfffddfabcefddddedfeffffdfacacf
letters,1139,632415214536356241165324421653543162
prods,1139,12_3_8_4__30____180_12__90_____4_20_12_5__10_______6__12__6__
size,1140,6
shape,1140,abcacddacddfeddefdfefedfdedffdfffacf
letters,1140,243615621453315246562134436521154362
prods,1140,24___6__15_90_2__40_20___90_10___24_____6__4__24___2____18__
size,1141,6
shape,1141,ddabcdffdacfddfdddefdeffedffddffacff
letters,1141,253614642531136425461253325146514362
prods,1141,12_20_18___4___12_15___60_18__8_10_15___5_____2___24_12___12___
size,1142,6
shape,1142,acddddddffffefabcdeddacffffdddabcfff
letters,1142,325164614253432615563421251346146532
prods,1142,6__20_2_30_12_240_3_______12___5__30_3_8______15_12_12_24_____
size,1143,6
shape,1143,abbcdddacdfffddfdddefdefffdffdacfacf
letters,1143,364125451632536214123546245361612453
prods,1143,72____6_10_20_5__12____24_18__24_24_2___15_____10___3_6___20__
size,1144,6
shape,1144,abcddddddffefffddfdddffdfffaceacabcf
letters,1144,643251534126261435315642426513152364
prods,1144,72___2_10_30_10_18_4_______24_12__12_2_30___24____5___5__36___
size,1145,6
shape,1145,abcacdddabceffdddeddefffeffdddfacfff
letters,1145,316254265143124365652431431526543612
prods,1145,18___10__60_2_12_20______8_12_18__120_15________30_2_12__12____
size,1146,6
shape,1146,ddacddefddeffdeffddefacfffddddacffff
letters,1146,251346513624465213134562642135326451
prods,1146,40_5_3__8_24___60_12____72____6_6___30_____12_4_15_5_6_____
size,1147,6
shape,1147,acddddddffffefacddfdddefdeffedffacff
letters,1147,462351124635351264643512516423235146
prods,1147,24__8_18_15_5_18_10_______2__48_8__12_18_20___10_____18___5___
size,1148,6
shape,1148,abcddddacfffedabcdefdddfedeffdfffacf
letters,1148,342156251364564213635421123645416532
prods,1148,24___3_30_24_240_5______18_8___3___90_24_8___2____10____15__
size,1149,6
shape,1149,acdacdddfddffedffddfeddfedeffdfffacf
letters,1149,563241132564425316214653651432346125
prods,1149,30__6_8__4_4_6__15_6____120___18_36___24_15___20____10____2__
size,1150,6
shape,1150,ddabcdfedddfdeffedefddefedffedffacff
letters,1150,321456265314654123142635413562536241
prods,1150,6_240_20___24___20_3_144__120_____15___6_30____3____2___12___
size,1151,6
shape,1151,acacddddddeffefffddedacfeffdddfacfff
letters,1151,365412643251524136451623132564216345
prods,1151,18__20__15_2_30_120_12_2________18_8__2_12______15_24_20__6____
size,1152,6
shape,1152,acabcddabbcffdabcddedacffffdddabcfff
letters,1152,352416163245541362624531236154415623
prods,1152,15__8___30_5_144______24_18___2_12__24_15______6_10_12_20_____
size,1153,6
shape,1153,abbcdddabcfffdabcddedacffffdddabcfff
letters,1153,341652126345534126612534453261265413
prods,1153,72____20_10_5_36______15_8___24_24__6_15______8_6_3_60_____
size,1154,6
shape,1154,acddddddffefffacfddddddfeffffdfacacf
letters,1154,564123215364653412136245421536342651
prods,1154,30__20_3_12_12_12_5_______12___10_12_6_6_10_12_______6__8__30__
size,1155,6
shape,1155,abbcdddacdefeddffdfefacfdfabcdfacacf
letters,1155,631425315642126354543216462531254163
prods,1155,72____40_10_15_5__18____48_18___24____2___8__30___3__20__6__
size,1156,6
shape,1156,abbbcdddacdfefddededefffeffdddfacfff
letters,1156,513642435126264315321564146253652431
prods,1156,360_____12_144_18_5__12____24_15__20__8________8_15_3__10____
size,1157,6
shape,1157,dacacdedacdfffddfdddffdfefacfdfacacf
letters,1157,426531135642352416261354643125514263
prods,1157,12_12__15__2__15_30__4____2_12__24_60_24___10____3___15__4__12__
size,1158,6
shape,1158,dabcddfdddefdfeffdfdeacfdffdddfacfff
letters,1158,364512645231512364453126126453231645
prods,1158,18_120___18_2__4_180_6___20_____24__10__2___2___24_20_15__3____
size,1159,6
shape,1159,dacdddeddffffefacddfabcefabbceabbbcf
letters,1159,312564154236243651621345536412465123
prods,1159,6_2__10_18_24__40_12_______30__30_30__12_____72_____240_____
size,1160,6
shape,1160,dacacdedabcfffdacdaceddfddeffdfffacf
letters,1160,215643423165361524542316634251156432
prods,1160,24_5__24__15__12_18______48_10__24_20___6_5__6_15____2____12__
size,1161,6
shape,1161,abcddddddeffefefddededefffeffdacfacf
letters,1161,126354631425354261245613412536563142
prods,1161,12___24_10_20_144_15_120________18_3__4__30________12_30___4__
size,1162,6
shape,1162,dabbcdfdabcededacfefedddedeffefffacf
letters,1162,562341345612214563631254426135153426
prods,1162,15_144____6__12_30____48__72_30______2_15_120__10________8__
size,1163,6
shape,1163,dacacdfdabcedfdacefdeddfdefffdffabcf
letters,1163,523461314256246513635124162345451632
prods,1163,15_6__24__72__4_40____12__60_5____90__3_8__4_____10___18___
size,1164,6
shape,1164,abcacdddacdeefddeffdeffddffddefacfff
letters,1164,362541536124145236213465421653654312
prods,1164,36___20__24_10_12_6__36____15_8____2____30_24___18_5___20____
size,1165,6
shape,1165,dabcddfdacffdfdacdfdeddfdffffdfacacf
letters,1165,642531516342134265465123253416321654
prods,1165,30_40___12_2__3_18____4__60_12__15__30__4_2__6_____24__2__30__
size,1166,6
shape,1166,acddddddeffffffacdabcddfdddffdfffacf
letters,1166,536421213546645312361254124635452163
prods,1166,15__90_20_8_6_12_4________3__8_18___12_15__4_10_8___15____6__
size,1167,6
shape,1167,acacddddddefffefedacedefddeffdfffacf
letters,1167,534261265143153624316452421536642315
prods,1167,15__8__720_3_2_30_180_6________8_3___20___24_8____30____3__
size,1168,6
shape,1168,abbbcddabbcfedacddffddefddffedffacff
letters,1168,413652624135152463245316361524536241
prods,1168,360_____10_12_24______20_8__48_18___5_15___15_18____4___12___
size,1169,6
shape,1169,dacacdedacdffeddeddffffffacacdacabcf
letters,1169,165324341652216543624135453216532461
prods,1169,6_30__6__8__8_6__60____24_5__15_24_______15__2__6_15__48___
size,1170,6
shape,1170,ddabcdffdacfacfddddddffffffdddabcfff
letters,1170,251346463152642531514263326415135624
prods,1170,8_30_12___12___6_5___24___10_18_3_15_2_24_______24_2_20_15_____
size,1171,6
shape,1171,acabcddabbcffdabcddedacfffedddacffff
letters,1171,651243462351325164216435134526543612
prods,1171,30__8___3_12_180______6_30___20_2__72_12______30_2_12_20_____
size,1172,6
shape,1172,ddabcdfedddfdeffedfeddefdefffdffabcf
letters,1172,623451216345135624461532542163354216
prods,1172,12_720_60___5___30_18_144__4_____8___2_5___15_____18___8___
size,1173,6
shape,1173,acacdddabcffedacddfeddffdeffddffacff
letters,1173,241365462531124653513246356124635412
prods,1173,8__3__18_5_20_60______30_24__20_18___18_2___18____2_8___20___
size,1174,6
shape,1174,dacacdedabceffdacfacedddddfffeffabcf
letters,1174,236145145326624513452631513462361254
prods,1174,12_18__4__90__8_30______24_5___20___24_18_8_15_6_______10___
size,1175,6
shape,1175,abbcdddabcfffddacddfeddfedfffdffabcf
letters,1175,432156654231513642246513361425125364
prods,1175,24____15_6_30_40______4_18_24__6_6___20_2___12____20___90___
size,1176,6
shape,1176,dabbcdfdabcededddfeffffdfabcdeacacff
letters,1176,561423324561412356645132136245253614
prods,1176,15_48____18__8_120____24__10_3_15_______40__36___4__10__18___
size,1177,6
shape,1177,abbbcdddabcfffdacdaceddfddeffdfffacf
letters,1177,634215243156156423512364461532325641
prods,1177,144_____30_2_20_15______60_8__12_5___15_18__12_12____2____24__
size,1178,6
shape,1178,dddacdffeddeacefffddfacdefacdefabcff
letters,1178,145632253146326451634215412563561324
prods,1178,2_20_360_18__12____4_20__6______120_3__2__60___10__12___18____
size,1179,6
shape,1179,acdacdddfddfffdffdddfacfffabcdabcacf
letters,1179,342516165432653124426351514263231645
prods,1179,12__10_5__12_6_30__4_6____18___4_20_2__15_____48___15_6___24__
size,1180,6
shape,1180,abcddddacffefddddfdefffdffdddeacffff
letters,1180,613524352146526413241635164352435261
prods,1180,18___5_8_72_15_10______48_6_24_3__2_____10___20_6_30__12_____
size,1181,6
shape,1181,abbbcddacacffdabcddedddffffffdacabcf
letters,1181,213465451236135624642351364512526143
prods,1181,144_____30_4_5__6____72_60___4_18__8_15_5_______6_10__24___
size,1182,6
shape,1182,abbbcddddacfeffdddfddeffdeffddffacff
letters,1182,523461265314416235342156631542154623
prods,1182,720_____4_24_6_30_3______10_15_30__60_2____6____8_6___24___
size,1183,6
shape,1183,abbbcddddacffefddddedfffffedddacffff
letters,1183,162534214365356421431256625143543612
prods,1183,180_____20_6_30_24_18______8_10_6_24__15_______6_4_6_20_____
size,1184,6
shape,1184,abbbcddabcdffdddeddfffeffacdedabcfff
letters,1184,246153124635532461315246651324463512
prods,1184,240_____15_5_48___144___3_10_8__6_18_______5__15__8_72_____
size,1185,6
shape,1185,acacdddabcffedacddfeddffdffeddfacfff
letters,1185,542361653142316254431625264513125436
prods,1185,20__6__24_2_72_15______18_12__10_20___4_120___2____3_18__10____
size,1186,6
shape,1186,acabcddddddfefefedfdfdefdedffdfffacf
letters,1186,562431453612631524246153124365315246
prods,1186,30__24___2_48_15_18_30_60_______12__8__3___3__20___30____8__
size,1187,6
shape,1187,dabbcdeddacffffdddacdeffddffddffacff
letters,1187,352416621354164523235641543162416235
prods,1187,18_40____24__12_4_15______30_8_3_6__15____20_4___18_10___12___
size,1188,6
shape,1188,abcddddacffeedabceefdddfedeffdfffacf
letters,1188,625143163524354216412635246351531462
prods,1188,60___5_8_360_120_18______5_8______12_18_15___12____2____24__
size,1189,6
shape,1189,ddabcdefdacffdfddddedffeffeddeacffff
letters,1189,356214645132523641412563231456164325
prods,1189,90_20_12___8___15_3____6__30_24_90_8__8_______12_10__6_____
size,1190,6
shape,1190,acabcddddacfefedddfdefefdffdedfacfff
letters,1190,531642456213245136124365613524362451
prods,1190,15__24___6_8_20_360_2______3_180_30__2_____18___20__4__12____
size,1191,6
shape,1191,dacacdfddddfdffefdfacededddffefffacf
letters,1191,523164361425156342234516645231412653
prods,1191,15_6__6__20__30_6_120_8__2_____36__12___3__24_4_10_______30__
size,1192,6
shape,1192,acabcddddacfffedddddefffffedddacffff
letters,1192,452316563124214653645231321465136542
prods,1192,20__6___24_10_6_360_2______12_15_3_18_8________20_24_10_3_____
size,1193,6
shape,1193,abcacddddddfeffffdeddacffffdddabcfff
letters,1193,254136416253625314132645563421341562
prods,1193,40___3__18_120_2_30_6_5_______20__18_6_24______20_12_2_12_____
size,1194,6
shape,1194,abcddddddffffefacddfdddfedeffdfffacf
letters,1194,143562324615562431651243435126216354
prods,1194,12___30_6_10_15_60_8_______12__3_48__30_2_8___3____24____15__
size,1195,6
shape,1195,acdacdddfddfffdfedacfdefdddffdfffacf
letters,1195,651243463512316425542631124356235164
